kind,id,type,content,source,target,weight,confidence,source_file,document_id,valid_from,valid_until,temporal_confidence,scenario_ids,scenario_names,evidence
node,ent_af60ffb72299a16a,DATE,2026年5月6日,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,procurement-compliance|supplier-risk|contract-key-terms,采购合规审查|供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 228, ""end"": 237, ""text"": ""供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设备有限公司被列入供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购项目。\n\n核查结论：上海云启科技有""}]"
node,ent_eed28076eec25eb2,DATE,2026年7月15日,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|supplier-risk|contract-key-terms,采购合规审查|供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 114, ""end"": 124, ""text"": ""理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：2026年8月12日\n\n本项目采用公开招标方式实施，共有三家供应商提交投标文件。评审专家：李明。评审委员会依""}]"
node,ent_d91ae0e2db7dd676,DATE,2026年8月10日,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,procurement-compliance|supplier-risk|contract-key-terms,采购合规审查|供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 49, ""end"": 59, ""text"": ""供应商尽调与风险核查报告\n\n供应商：上海云启科技有限公司\n法定代表人：赵敏\n股东：李明\n核查日期：2026年8月10日\n\n上海云启科技有限公司是一家智能仓储软件与自动化设备集成供应商。李明是上海云启科技有限公司的股东。公开信息核查范围包括""}, {""chunk_id"": ""chunk-0000"", ""start"": 198, ""end"": 208, ""text"": ""料中未披露李明与该公司的持股关系，形成关联关系未披露风险。\n\n供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设备有限公司被列入供应商禁入名单。名单有效期尚未届满""}]"
node,ent_b925863a50d2852e,DATE,2026年8月12日,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|supplier-risk|contract-key-terms,采购合规审查|供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 130, ""end"": 140, ""text"": ""供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：2026年8月12日\n\n本项目采用公开招标方式实施，共有三家供应商提交投标文件。评审专家：李明。评审委员会依据技术方案、实施周期、售后服务和""}]"
node,ent_998e91fe4b05f74c,DATE,2026年8月18日,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,procurement-compliance|supplier-risk|contract-key-terms,采购合规审查|供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 122, ""end"": 132, ""text"": ""智造集团有限公司\n乙方：上海云启科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月18日\n生效日期：2026年8月18日\n计划交付日期：2026年11月30日\n\n付款方式：合同生效后支付合同金额的30%，系统""}, {""chunk_id"": ""chunk-0000"", ""start"": 138, ""end"": 148, ""text"": ""科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月18日\n生效日期：2026年8月18日\n计划交付日期：2026年11月30日\n\n付款方式：合同生效后支付合同金额的30%，系统到货并完成初验后支付40%，最终""}]"
node,ent_cf314deec53e23d2,OBLIGATION,应当在收到乙方验收申请后十个工作日内组织验收，乙方负责对验收发现的问题进行整改,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,contract-key-terms,合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 278, ""end"": 317, ""text"": ""0%。\n\n交付条件：乙方必须在2026年11月30日前完成智能仓储系统的软件部署、设备安装和接口联调。\n\n验收条款：甲方应当在收到乙方验收申请后十个工作日内组织验收，乙方负责对验收发现的问题进行整改。\n\n保密条款：双方必须对项目数据、系统接口和采购价格承担保密义务，未经对方书面同意不得向第三方披露。\n\n违约责任：乙方""}]"
node,ent_1c67b055b10aed13,OBLIGATION,应当在签约前提交完整的利益冲突声明,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,contract-key-terms,合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 433, ""end"": 450, ""text"": ""任：乙方逾期交付的，每逾期一日应当按合同金额的0.05%支付违约金；逾期超过三十日，甲方有权解除合同。\n\n特别约定：乙方应当在签约前提交完整的利益冲突声明。若隐瞒关联关系，甲方有权暂停付款并启动合规复核。""}]"
node,ent_50d4d4782f72dd01,OBLIGATION,应当按合同金额的0.05%支付违约金,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,contract-key-terms,合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 388, ""end"": 406, ""text"": ""须对项目数据、系统接口和采购价格承担保密义务，未经对方书面同意不得向第三方披露。\n\n违约责任：乙方逾期交付的，每逾期一日应当按合同金额的0.05%支付违约金；逾期超过三十日，甲方有权解除合同。\n\n特别约定：乙方应当在签约前提交完整的利益冲突声明。若隐瞒关联关系，甲方有权暂停付""}]"
node,ent_68e97e3ece6f1193,OBLIGATION,必须在2026年11月30日前完成智能仓储系统的软件部署、设备安装和接口联调,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,contract-key-terms,合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 230, ""end"": 268, ""text"": ""款方式：合同生效后支付合同金额的30%，系统到货并完成初验后支付40%，最终验收合格后支付剩余30%。\n\n交付条件：乙方必须在2026年11月30日前完成智能仓储系统的软件部署、设备安装和接口联调。\n\n验收条款：甲方应当在收到乙方验收申请后十个工作日内组织验收，乙方负责对验收发现的问题进行整改。\n\n保密条款：双方必""}]"
node,ent_f4a70eb498692bc8,OBLIGATION,必须对项目数据、系统接口和采购价格承担保密义务，未经对方书面同意不得向第三方披露,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,contract-key-terms,合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 327, ""end"": 367, ""text"": ""调。\n\n验收条款：甲方应当在收到乙方验收申请后十个工作日内组织验收，乙方负责对验收发现的问题进行整改。\n\n保密条款：双方必须对项目数据、系统接口和采购价格承担保密义务，未经对方书面同意不得向第三方披露。\n\n违约责任：乙方逾期交付的，每逾期一日应当按合同金额的0.05%支付违约金；逾期超过三十日，甲方有权解除合同。\n\n特""}]"
node,ent_55f53ac95b600f85,OBLIGATION,负责人：王强,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,contract-key-terms,合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 88, ""end"": 94, ""text"": ""能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：2026年8月12日\n\n本项目采用公开招标方式实""}]"
node,ent_557dc3a9da74b9fe,ORGANIZATION,2026年智能仓储系统采购项目适用《华东智造集团,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 332, ""end"": 356, ""text"": ""是上海云启科技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统采购项目适用《华东智造集团采购管理办法》。采购部门要求合规人员复核专家回避程序，并形成书面处理意见。""}]"
node,ent_e84912469fc94887,ORGANIZATION,上海云启科技有限公司,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|supplier-risk|contract-key-terms,采购合规审查|供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 75, ""end"": 85, ""text"": ""项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：2026年8月12日\n\n本项目""}, {""chunk_id"": ""chunk-0000"", ""start"": 211, ""end"": 221, ""text"": ""方式实施，共有三家供应商提交投标文件。评审专家：李明。评审委员会依据技术方案、实施周期、售后服务和报价进行综合评分。\n\n上海云启科技有限公司中标2026年智能仓储系统采购项目。\n上海云启科技有限公司以人民币128万元中标。\n\n经补充核查，李明是上海云启科技有限""}, {""chunk_id"": ""chunk-0000"", ""start"": 240, ""end"": 250, ""text"": ""委员会依据技术方案、实施周期、售后服务和报价进行综合评分。\n\n上海云启科技有限公司中标2026年智能仓储系统采购项目。\n上海云启科技有限公司以人民币128万元中标。\n\n经补充核查，李明是上海云启科技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海""}, {""chunk_id"": ""chunk-0000"", ""start"": 308, ""end"": 318, ""text"": ""公司以人民币128万元中标。\n\n经补充核查，李明是上海云启科技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统采购项目适用《华东智造集团采购管理办法》。采购部门要求合规人员复核专家""}, {""chunk_id"": ""chunk-0000"", ""start"": 18, ""end"": 28, ""text"": ""供应商尽调与风险核查报告\n\n供应商：上海云启科技有限公司\n法定代表人：赵敏\n股东：李明\n核查日期：2026年8月10日\n\n上海云启科技有限公司是一家智能仓储软件与自动化设备集成""}, {""chunk_id"": ""chunk-0000"", ""start"": 61, ""end"": 71, ""text"": ""应商尽调与风险核查报告\n\n供应商：上海云启科技有限公司\n法定代表人：赵敏\n股东：李明\n核查日期：2026年8月10日\n\n上海云启科技有限公司是一家智能仓储软件与自动化设备集成供应商。李明是上海云启科技有限公司的股东。公开信息核查范围包括工商登记与法院公开信息。""}, {""chunk_id"": ""chunk-0000"", ""start"": 74, ""end"": 84, ""text"": ""同名称：2026年智能仓储系统采购合同\n合同编号：HDZZ-CG-2026-0818\n甲方：华东智造集团有限公司\n乙方：上海云启科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月18日\n生效日期：2026年8""}]"
node,ent_0b627723ab49fbec,ORGANIZATION,上海恒信招标代理有限公司,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance,采购合规审查,"[{""chunk_id"": ""chunk-0000"", ""start"": 58, ""end"": 70, ""text"": ""华东智造集团采购立项与评审记录\n\n项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：""}]"
node,ent_644ec70a93c2579c,ORGANIZATION,不得参与本集团,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 269, ""end"": 276, ""text"": ""宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设备有限公司被列入供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购项目。\n\n核查结论：上海云启科技有限公司需要补充利益冲突说明；宁波汇达设备有限公司不具备本次采购准入资格。""}]"
node,ent_f9a4e03bfe239a73,ORGANIZATION,乙方：上海云启科技有限公司,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 71, ""end"": 84, ""text"": ""合同名称：2026年智能仓储系统采购合同\n合同编号：HDZZ-CG-2026-0818\n甲方：华东智造集团有限公司\n乙方：上海云启科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月18日\n生效日期：2026年8""}]"
node,ent_4073a97742b82df1,ORGANIZATION,代理机构：上海恒信招标代理有限公司,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 53, ""end"": 70, ""text"": ""华东智造集团采购立项与评审记录\n\n项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：""}]"
node,ent_55bfc8aa8562722f,ORGANIZATION,供应商：上海云启科技有限公司,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 71, ""end"": 85, ""text"": ""评审记录\n\n项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日期：2026年7月15日\n评审日期：2026年8月12日\n\n本项目""}, {""chunk_id"": ""chunk-0000"", ""start"": 14, ""end"": 28, ""text"": ""供应商尽调与风险核查报告\n\n供应商：上海云启科技有限公司\n法定代表人：赵敏\n股东：李明\n核查日期：2026年8月10日\n\n上海云启科技有限公司是一家智能仓储软件与自动化设备集成""}]"
node,ent_495e36633f47020e,ORGANIZATION,供应商：宁波汇达设备有限公司,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 169, ""end"": 183, ""text"": ""公开信息核查范围包括工商登记与法院公开信息。本次采购评审材料中未披露李明与该公司的持股关系，形成关联关系未披露风险。\n\n供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设""}]"
node,ent_b4f0b4d2b3d52ad6,ORGANIZATION,华东智造集团,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 0, ""end"": 6, ""text"": ""华东智造集团采购立项与评审记录\n\n项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理""}]"
node,ent_921d1f681390ac0d,ORGANIZATION,华东智造集团有限公司,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,procurement-compliance|contract-key-terms,采购合规审查|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 42, ""end"": 52, ""text"": ""华东智造集团采购立项与评审记录\n\n项目名称：2026年智能仓储系统采购项目\n采购人：华东智造集团有限公司\n代理机构：上海恒信招标代理有限公司\n供应商：上海云启科技有限公司\n项目负责人：王强\n预算金额：人民币150万元\n立项日""}, {""chunk_id"": ""chunk-0000"", ""start"": 60, ""end"": 70, ""text"": ""采购合同关键条款确认稿\n\n合同名称：2026年智能仓储系统采购合同\n合同编号：HDZZ-CG-2026-0818\n甲方：华东智造集团有限公司\n乙方：上海云启科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月1""}]"
node,ent_2afcdb7060fac284,ORGANIZATION,宁波汇达设备有限公司,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,procurement-compliance|supplier-risk|contract-key-terms,采购合规审查|供应商风险画像|合同关键要素,"[{""chunk_id"": ""chunk-0000"", ""start"": 173, ""end"": 183, ""text"": ""核查范围包括工商登记与法院公开信息。本次采购评审材料中未披露李明与该公司的持股关系，形成关联关系未披露风险。\n\n供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设""}, {""chunk_id"": ""chunk-0000"", ""start"": 210, ""end"": 220, ""text"": ""持股关系，形成关联关系未披露风险。\n\n供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设备有限公司被列入供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购""}, {""chunk_id"": ""chunk-0000"", ""start"": 238, ""end"": 248, ""text"": ""备有限公司\n法定代表人：周海\n核查日期：2026年8月10日\n\n宁波汇达设备有限公司\n名单生效日期：2026年5月6日\n宁波汇达设备有限公司被列入供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购项目。\n\n核查结论：上海云启科技有限公司需要补充利益冲突""}, {""chunk_id"": ""chunk-0000"", ""start"": 311, ""end"": 321, ""text"": ""供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购项目。\n\n核查结论：上海云启科技有限公司需要补充利益冲突说明；宁波汇达设备有限公司不具备本次采购准入资格。""}]"
node,ent_793d9d77c70b2083,ORGANIZATION,本次采购评审材料中未披露李明与该公司,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 131, ""end"": 149, ""text"": ""是一家智能仓储软件与自动化设备集成供应商。李明是上海云启科技有限公司的股东。公开信息核查范围包括工商登记与法院公开信息。本次采购评审材料中未披露李明与该公司的持股关系，形成关联关系未披露风险。\n\n供应商：宁波汇达设备有限公司\n法定代表人：周海\n核查日期：2026年8月10日""}]"
node,ent_c1a4b6463ca97876,ORGANIZATION,李明是上海云启科技有限公司,,,,0.75,1-采购立项与评审记录.txt,doc_dffcad73d78c1d75,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 270, ""end"": 283, ""text"": ""上海云启科技有限公司中标2026年智能仓储系统采购项目。\n上海云启科技有限公司以人民币128万元中标。\n\n经补充核查，李明是上海云启科技有限公司的股东。评审专家李明未在评审前主动披露该持股关系。上海云启科技有限公司存在关联关系未披露风险。\n\n2026年智能仓储系统""}, {""chunk_id"": ""chunk-0000"", ""start"": 92, ""end"": 105, ""text"": ""表人：赵敏\n股东：李明\n核查日期：2026年8月10日\n\n上海云启科技有限公司是一家智能仓储软件与自动化设备集成供应商。李明是上海云启科技有限公司的股东。公开信息核查范围包括工商登记与法院公开信息。本次采购评审材料中未披露李明与该公司的持股关系，形成关联关系未披露风""}]"
node,ent_914f43f342c39fac,ORGANIZATION,核查结论：上海云启科技有限公司,,,,0.75,2-供应商尽调与风险核查报告.txt,doc_f71895663baa2ff8,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 285, ""end"": 300, ""text"": ""日期：2026年5月6日\n宁波汇达设备有限公司被列入供应商禁入名单。名单有效期尚未届满，不得参与本集团新的采购项目。\n\n核查结论：上海云启科技有限公司需要补充利益冲突说明；宁波汇达设备有限公司不具备本次采购准入资格。""}]"
node,ent_438e78d80abbdb75,ORGANIZATION,甲方：华东智造集团有限公司,,,,0.75,3-采购合同关键条款确认稿.txt,doc_de6362cdbaaf1a10,,,,supplier-risk,供应商风险画像,"[{""chunk_id"": ""chunk-0000"", ""start"": 57, ""end"": 70, ""text"": ""采购合同关键条款确认稿\n\n合同名称：2026年智能仓储系统采购合同\n合同编号：HDZZ-CG-2026-0818\n甲方：华东智造集团有限公司\n乙方：上海云启科技有限公司\n甲方联系人：王强\n乙方联系人：陈晨\n合同金额：人民币128万元\n签订日期：2026年8月1""}]"
